Job Title,Company Name,Job Description,Cleaned Data,Tokenized Data
-1,-1,"WANTED: AMERICAN SYSTEMS is actively searching for a qualified Software Engineer with an active Secret Clearance

As a Software Engineer you will:
Be responsible for the software engineering activities supporting highly training systems and sensor simulations that deliver cutting edge simulation environments for autonomous systems
Interact with senior internal and external personnel in own area of expertise to overcome issues and meet delivery
Be responsible for integrating highly complex Systems and sensor simulations that deliver cutting edge operational environments for autonomous systems.","['WANTED', ':', 'AMERICAN', 'SYSTEMS', 'is', 'actively', 'searching', 'for', 'a', 'qualified', 'Software', 'Engineer', 'with', 'an', 'active', 'Secret', 'Clearance', 'As', 'a', 'Software', 'Engineer', 'you', 'will', ':', 'Be', 'responsible', 'for', 'the', 'software', 'engineering', 'activities', 'supporting', 'highly', 'training', 'systems', 'and', 'sensor', 'simulations', 'that', 'deliver', 'cutting', 'edge', 'simulation', 'environments', 'for', 'autonomous', 'systems', 'Interact', 'with', 'senior', 'internal', 'and', 'external', 'personnel', 'in', 'own', 'area', 'of', 'expertise', 'to', 'overcome', 'issues', 'and', 'meet', 'delivery', 'Be', 'responsible', 'for', 'integrating', 'highly', 'complex', 'Systems', 'and', 'sensor', 'simulations', 'that', 'deliver', 'cutting', 'edge', 'operational', 'environments', 'for', 'autonomous', 'systems', '.']","['WANTED', ':', 'AMERICAN', 'SYSTEMS', 'actively', 'searching', 'qualified', 'Software', 'Engineer', 'active', 'Secret', 'Clearance', 'As', 'Software', 'Engineer', ':', 'Be', 'responsible', 'software', 'engineering', 'activities', 'supporting', 'highly', 'training', 'systems', 'sensor', 'simulations', 'deliver', 'cutting', 'edge', 'simulation', 'environments', 'autonomous', 'systems', 'Interact', 'senior', 'internal', 'external', 'personnel', 'area', 'expertise', 'overcome', 'issues', 'meet', 'delivery', 'Be', 'responsible', 'integrating', 'highly', 'complex', 'Systems', 'sensor', 'simulations', 'deliver', 'cutting', 'edge', 'operational', 'environments', 'autonomous', 'systems', '.']"
-1,-1,"About The Role:
As a Software Engineer, you will provide product teams’ software development and product delivery support for the full product stack. In this role, you will be responsible for product delivery and product lifecycle with direction from the Product Owner, the Solution Owner and technical guidance from Solution Architects.
What You'll Get to Do:
Support software development by providing engineering patterns to deliver the optimal product; including communicating design patterns. Mentor other engineers. Provide overall technical leadership to smaller working teams as needed.","['About', 'The', 'Role', ':', 'As', 'a', 'Software', 'Engineer', ',', 'you', 'will', 'provide', 'product', 'teams', '’', 'software', 'development', 'and', 'product', 'delivery', 'support', 'for', 'the', 'full', 'product', 'stack', '.', 'In', 'this', 'role', ',', 'you', 'will', 'be', 'responsible', 'for', 'product', 'delivery', 'and', 'product', 'lifecycle', 'with', 'direction', 'from', 'the', 'Product', 'Owner', ',', 'the', 'Solution', 'Owner', 'and', 'technical', 'guidance', 'from', 'Solution', 'Architects', '.', 'What', 'You', ""'ll"", 'Get', 'to', 'Do', ':', 'Support', 'software', 'development', 'by', 'providing', 'engineering', 'patterns', 'to', 'deliver', 'the', 'optimal', 'product', ';', 'including', 'communicating', 'design', 'patterns', '.', 'Mentor', 'other', 'engineers', '.', 'Provide', 'overall', 'technical', 'leadership', 'to', 'smaller', 'working', 'teams', 'as', 'needed', '.']","['About', 'The', 'Role', ':', 'As', 'Software', 'Engineer', ',', 'provide', 'product', 'teams', '’', 'software', 'development', 'product', 'delivery', 'support', 'full', 'product', 'stack', '.', 'In', 'role', ',', 'responsible', 'product', 'delivery', 'product', 'lifecycle', 'direction', 'Product', 'Owner', ',', 'Solution', 'Owner', 'technical', 'guidance', 'Solution', 'Architects', '.', 'What', 'You', ""'ll"", 'Get', 'Do', ':', 'Support', 'software', 'development', 'providing', 'engineering', 'patterns', 'deliver', 'optimal', 'product', ';', 'including', 'communicating', 'design', 'patterns', '.', 'Mentor', 'engineers', '.', 'Provide', 'overall', 'technical', 'leadership', 'smaller', 'working', 'teams', 'needed', '.']"
-1,-1,"We are seeking a Software Engineer that loves working on the web and mobile platforms to join our team of passionate coders in a modern development environment. Our Agile teams collaborate to define requirements, design and create solutions that target complex business problems. Our focus is on building the highest quality applications using cutting-edge technologies to satisfy market needs.
Location
Latham, New York
Responsibilities
Collaborate to refine requirements, design and create solutions which target defined business needs.","['We', 'are', 'seeking', 'a', 'Software', 'Engineer', 'that', 'loves', 'working', 'on', 'the', 'web', 'and', 'mobile', 'platforms', 'to', 'join', 'our', 'team', 'of', 'passionate', 'coders', 'in', 'a', 'modern', 'development', 'environment', '.', 'Our', 'Agile', 'teams', 'collaborate', 'to', 'define', 'requirements', ',', 'design', 'and', 'create', 'solutions', 'that', 'target', 'complex', 'business', 'problems', '.', 'Our', 'focus', 'is', 'on', 'building', 'the', 'highest', 'quality', 'applications', 'using', 'cutting-edge', 'technologies', 'to', 'satisfy', 'market', 'needs', '.', 'Location', 'Latham', ',', 'New', 'York', 'Responsibilities', 'Collaborate', 'to', 'refine', 'requirements', ',', 'design', 'and', 'create', 'solutions', 'which', 'target', 'defined', 'business', 'needs', '.']","['We', 'seeking', 'Software', 'Engineer', 'loves', 'working', 'web', 'mobile', 'platforms', 'join', 'team', 'passionate', 'coders', 'modern', 'development', 'environment', '.', 'Our', 'Agile', 'teams', 'collaborate', 'define', 'requirements', ',', 'design', 'create', 'solutions', 'target', 'complex', 'business', 'problems', '.', 'Our', 'focus', 'building', 'highest', 'quality', 'applications', 'using', 'cutting-edge', 'technologies', 'satisfy', 'market', 'needs', '.', 'Location', 'Latham', ',', 'New', 'York', 'Responsibilities', 'Collaborate', 'refine', 'requirements', ',', 'design', 'create', 'solutions', 'target', 'defined', 'business', 'needs', '.']"
-1,-1,"Clack Corporation, a privately held company, established over 70 years ago is now hiring! We are a leading manufacturer and distributor of water treatment components and drinking water products, as well as specialized in custom blow molding products.
We are looking for a Software Engineer to join our team.
Clack Corporation offers an extensive benefit package including competitive pay, health and dental insurance, company paid life insurance and short term disability, vacation, 401k, profit sharing, monthly bonus, flex spending and additional voluntary benefits.

Summary: Design, analyze and develop new and existing products related to the water treatment industry. The main focus is on software (i.e., requirements/definition/analysis, software design/implementation, software verification/validation). Also provides engineering support to Research & Development and production areas where applicable.","['Clack', 'Corporation', ',', 'a', 'privately', 'held', 'company', ',', 'established', 'over', '70', 'years', 'ago', 'is', 'now', 'hiring', '!', 'We', 'are', 'a', 'leading', 'manufacturer', 'and', 'distributor', 'of', 'water', 'treatment', 'components', 'and', 'drinking', 'water', 'products', ',', 'as', 'well', 'as', 'specialized', 'in', 'custom', 'blow', 'molding', 'products', '.', 'We', 'are', 'looking', 'for', 'a', 'Software', 'Engineer', 'to', 'join', 'our', 'team', '.', 'Clack', 'Corporation', 'offers', 'an', 'extensive', 'benefit', 'package', 'including', 'competitive', 'pay', ',', 'health', 'and', 'dental', 'insurance', ',', 'company', 'paid', 'life', 'insurance', 'and', 'short', 'term', 'disability', ',', 'vacation', ',', '401k', ',', 'profit', 'sharing', ',', 'monthly', 'bonus', ',', 'flex', 'spending', 'and', 'additional', 'voluntary', 'benefits', '.', 'Summary', ':', 'Design', ',', 'analyze', 'and', 'develop', 'new', 'and', 'existing', 'products', 'related', 'to', 'the', 'water', 'treatment', 'industry', '.', 'The', 'main', 'focus', 'is', 'on', 'software', '(', 'i.e.', ',', 'requirements/definition/analysis', ',', 'software', 'design/implementation', ',', 'software', 'verification/validation', ')', '.', 'Also', 'provides', 'engineering', 'support', 'to', 'Research', '&', 'Development', 'and', 'production', 'areas', 'where', 'applicable', '.']","['Clack', 'Corporation', ',', 'privately', 'held', 'company', ',', 'established', '70', 'years', 'ago', 'hiring', '!', 'We', 'leading', 'manufacturer', 'distributor', 'water', 'treatment', 'components', 'drinking', 'water', 'products', ',', 'well', 'specialized', 'custom', 'blow', 'molding', 'products', '.', 'We', 'looking', 'Software', 'Engineer', 'join', 'team', '.', 'Clack', 'Corporation', 'offers', 'extensive', 'benefit', 'package', 'including', 'competitive', 'pay', ',', 'health', 'dental', 'insurance', ',', 'company', 'paid', 'life', 'insurance', 'short', 'term', 'disability', ',', 'vacation', ',', '401k', ',', 'profit', 'sharing', ',', 'monthly', 'bonus', ',', 'flex', 'spending', 'additional', 'voluntary', 'benefits', '.', 'Summary', ':', 'Design', ',', 'analyze', 'develop', 'new', 'existing', 'products', 'related', 'water', 'treatment', 'industry', '.', 'The', 'main', 'focus', 'software', '(', 'i.e.', ',', 'requirements/definition/analysis', ',', 'software', 'design/implementation', ',', 'software', 'verification/validation', ')', '.', 'Also', 'provides', 'engineering', 'support', 'Research', '&', 'Development', 'production', 'areas', 'applicable', '.']"
-1,-1,"Provides engineering support by the programming of PLC and PC -based applications and performing the following duties:
Primary Responsibilities
Design, develop and maintain software for machine control applications.
Participate in the customization of existing products and development of new products.
Provide debug and post-sale support for Preco equipment.
Ensures software designs meet equipment requirements and are completed on time.
Works individually or a part of a team depending on a project’s scope.","['Provides', 'engineering', 'support', 'by', 'the', 'programming', 'of', 'PLC', 'and', 'PC', '-based', 'applications', 'and', 'performing', 'the', 'following', 'duties', ':', 'Primary', 'Responsibilities', 'Design', ',', 'develop', 'and', 'maintain', 'software', 'for', 'machine', 'control', 'applications', '.', 'Participate', 'in', 'the', 'customization', 'of', 'existing', 'products', 'and', 'development', 'of', 'new', 'products', '.', 'Provide', 'debug', 'and', 'post-sale', 'support', 'for', 'Preco', 'equipment', '.', 'Ensures', 'software', 'designs', 'meet', 'equipment', 'requirements', 'and', 'are', 'completed', 'on', 'time', '.', 'Works', 'individually', 'or', 'a', 'part', 'of', 'a', 'team', 'depending', 'on', 'a', 'project', '’', 's', 'scope', '.']","['Provides', 'engineering', 'support', 'programming', 'PLC', 'PC', '-based', 'applications', 'performing', 'following', 'duties', ':', 'Primary', 'Responsibilities', 'Design', ',', 'develop', 'maintain', 'software', 'machine', 'control', 'applications', '.', 'Participate', 'customization', 'existing', 'products', 'development', 'new', 'products', '.', 'Provide', 'debug', 'post-sale', 'support', 'Preco', 'equipment', '.', 'Ensures', 'software', 'designs', 'meet', 'equipment', 'requirements', 'completed', 'time', '.', 'Works', 'individually', 'part', 'team', 'depending', 'project', '’', 'scope', '.']"
-1,-1,"UCB is looking for an experienced Ontario TCS (CUBS) Application Developer to join our team. This individual will work on our CUBS application development projects at UCB to ensure quality projects are delivered on time and meet the needs of UCB business units and clients. This person will be responsible for performing various roles including coding, unit testing, QA and documentation. This person will work with the EVP Technology.

Required Qualifications:
2+ years’ experience in Ontario TCS/CUBS development","['UCB', 'is', 'looking', 'for', 'an', 'experienced', 'Ontario', 'TCS', '(', 'CUBS', ')', 'Application', 'Developer', 'to', 'join', 'our', 'team', '.', 'This', 'individual', 'will', 'work', 'on', 'our', 'CUBS', 'application', 'development', 'projects', 'at', 'UCB', 'to', 'ensure', 'quality', 'projects', 'are', 'delivered', 'on', 'time', 'and', 'meet', 'the', 'needs', 'of', 'UCB', 'business', 'units', 'and', 'clients', '.', 'This', 'person', 'will', 'be', 'responsible', 'for', 'performing', 'various', 'roles', 'including', 'coding', ',', 'unit', 'testing', ',', 'QA', 'and', 'documentation', '.', 'This', 'person', 'will', 'work', 'with', 'the', 'EVP', 'Technology', '.', 'Required', 'Qualifications', ':', '2+', 'years', '’', 'experience', 'in', 'Ontario', 'TCS/CUBS', 'development']","['UCB', 'looking', 'experienced', 'Ontario', 'TCS', '(', 'CUBS', ')', 'Application', 'Developer', 'join', 'team', '.', 'This', 'individual', 'work', 'CUBS', 'application', 'development', 'projects', 'UCB', 'ensure', 'quality', 'projects', 'delivered', 'time', 'meet', 'needs', 'UCB', 'business', 'units', 'clients', '.', 'This', 'person', 'responsible', 'performing', 'various', 'roles', 'including', 'coding', ',', 'unit', 'testing', ',', 'QA', 'documentation', '.', 'This', 'person', 'work', 'EVP', 'Technology', '.', 'Required', 'Qualifications', ':', '2+', 'years', '’', 'experience', 'Ontario', 'TCS/CUBS', 'development']"
-1,-1,"Job #: 205692

Job Description
If you are an experienced FTE Engineer looking for a position with a leading company, Bartech can help! We are a leading staffing firm and our clients include some over the nation’s biggest companies. Our client has a need for a FTE Engineer. This is a contract position; however it is not uncommon for assignments to transition into permanent positions with our client companies. If you have the background we are looking for, and you are interested in an opportunity to get your foot in the door with leading company, we want to talk with you!
Applicant must be eligible to work in the US for immediate opening. For this opportunity, the successful candidate will be directly employed by Bartech Staffing as a W2 employee while providing services to our end client.","['Job', '#', ':', '205692', 'Job', 'Description', 'If', 'you', 'are', 'an', 'experienced', 'FTE', 'Engineer', 'looking', 'for', 'a', 'position', 'with', 'a', 'leading', 'company', ',', 'Bartech', 'can', 'help', '!', 'We', 'are', 'a', 'leading', 'staffing', 'firm', 'and', 'our', 'clients', 'include', 'some', 'over', 'the', 'nation', '’', 's', 'biggest', 'companies', '.', 'Our', 'client', 'has', 'a', 'need', 'for', 'a', 'FTE', 'Engineer', '.', 'This', 'is', 'a', 'contract', 'position', ';', 'however', 'it', 'is', 'not', 'uncommon', 'for', 'assignments', 'to', 'transition', 'into', 'permanent', 'positions', 'with', 'our', 'client', 'companies', '.', 'If', 'you', 'have', 'the', 'background', 'we', 'are', 'looking', 'for', ',', 'and', 'you', 'are', 'interested', 'in', 'an', 'opportunity', 'to', 'get', 'your', 'foot', 'in', 'the', 'door', 'with', 'leading', 'company', ',', 'we', 'want', 'to', 'talk', 'with', 'you', '!', 'Applicant', 'must', 'be', 'eligible', 'to', 'work', 'in', 'the', 'US', 'for', 'immediate', 'opening', '.', 'For', 'this', 'opportunity', ',', 'the', 'successful', 'candidate', 'will', 'be', 'directly', 'employed', 'by', 'Bartech', 'Staffing', 'as', 'a', 'W2', 'employee', 'while', 'providing', 'services', 'to', 'our', 'end', 'client', '.']","['Job', '#', ':', '205692', 'Job', 'Description', 'If', 'experienced', 'FTE', 'Engineer', 'looking', 'position', 'leading', 'company', ',', 'Bartech', 'help', '!', 'We', 'leading', 'staffing', 'firm', 'clients', 'include', 'nation', '’', 'biggest', 'companies', '.', 'Our', 'client', 'need', 'FTE', 'Engineer', '.', 'This', 'contract', 'position', ';', 'however', 'uncommon', 'assignments', 'transition', 'permanent', 'positions', 'client', 'companies', '.', 'If', 'background', 'looking', ',', 'interested', 'opportunity', 'get', 'foot', 'door', 'leading', 'company', ',', 'want', 'talk', '!', 'Applicant', 'must', 'eligible', 'work', 'US', 'immediate', 'opening', '.', 'For', 'opportunity', ',', 'successful', 'candidate', 'directly', 'employed', 'Bartech', 'Staffing', 'W2', 'employee', 'providing', 'services', 'end', 'client', '.']"
-1,-1,"Software Developer - Web
Corporate Headquarters
12575 Uline Drive, Pleasant Prairie, WI 53158

Develop custom solutions and enjoy a great career at Uline. Bring your extensive skillset to a place ready to employ every facet of it. Collaborate on customer-facing and internal projects among a team of dedicated fellow developers.

Better together than apart. This position is on-site, and we are looking for good people who share our passion.

Uline is proud to operate as a drug-free workplace. All new hires must complete a pre-employment drug screening.","['Software', 'Developer', '-', 'Web', 'Corporate', 'Headquarters', '12575', 'Uline', 'Drive', ',', 'Pleasant', 'Prairie', ',', 'WI', '53158', 'Develop', 'custom', 'solutions', 'and', 'enjoy', 'a', 'great', 'career', 'at', 'Uline', '.', 'Bring', 'your', 'extensive', 'skillset', 'to', 'a', 'place', 'ready', 'to', 'employ', 'every', 'facet', 'of', 'it', '.', 'Collaborate', 'on', 'customer-facing', 'and', 'internal', 'projects', 'among', 'a', 'team', 'of', 'dedicated', 'fellow', 'developers', '.', 'Better', 'together', 'than', 'apart', '.', 'This', 'position', 'is', 'on-site', ',', 'and', 'we', 'are', 'looking', 'for', 'good', 'people', 'who', 'share', 'our', 'passion', '.', 'Uline', 'is', 'proud', 'to', 'operate', 'as', 'a', 'drug-free', 'workplace', '.', 'All', 'new', 'hires', 'must', 'complete', 'a', 'pre-employment', 'drug', 'screening', '.']","['Software', 'Developer', '-', 'Web', 'Corporate', 'Headquarters', '12575', 'Uline', 'Drive', ',', 'Pleasant', 'Prairie', ',', 'WI', '53158', 'Develop', 'custom', 'solutions', 'enjoy', 'great', 'career', 'Uline', '.', 'Bring', 'extensive', 'skillset', 'place', 'ready', 'employ', 'every', 'facet', '.', 'Collaborate', 'customer-facing', 'internal', 'projects', 'among', 'team', 'dedicated', 'fellow', 'developers', '.', 'Better', 'together', 'apart', '.', 'This', 'position', 'on-site', ',', 'looking', 'good', 'people', 'share', 'passion', '.', 'Uline', 'proud', 'operate', 'drug-free', 'workplace', '.', 'All', 'new', 'hires', 'must', 'complete', 'pre-employment', 'drug', 'screening', '.']"
-1,-1,"Overview:
Everyone wants to work with people they respect. Even better if you can work with a company you respect. We have both at The David J. Joseph Company, and a 135+ year track record on operating an ethical business with a positive work culture. It may sound cliché, but it’s true. We’re a big, global company that still feels small.

Working at the David J. Joseph Company is unique. We offer employment in diverse settings such as traditional corporate headquarters, dynamic sales locations, and scrap recycling facilities. This workplace diversity gives our employees the variety they crave and the exposure to a global business. A career at The David J. Joseph Company is ideal for self-starters seeking to make an impact on our company and their careers.

The David J. Joseph Company (DJJ), founded in 1885, is a world leader in scrap metal recycling & trading. With over 80+ locations, the Joseph Company is headquartered in Cincinnati, Ohio and is a wholly-owned subsidiary of Nucor Corporation (NUE) a Fortune 200 Company.
Responsibilities:
Qualifications:
Benefits:
EEO Statement:






EJN :","['Overview', ':', 'Everyone', 'wants', 'to', 'work', 'with', 'people', 'they', 'respect', '.', 'Even', 'better', 'if', 'you', 'can', 'work', 'with', 'a', 'company', 'you', 'respect', '.', 'We', 'have', 'both', 'at', 'The', 'David', 'J.', 'Joseph', 'Company', ',', 'and', 'a', '135+', 'year', 'track', 'record', 'on', 'operating', 'an', 'ethical', 'business', 'with', 'a', 'positive', 'work', 'culture', '.', 'It', 'may', 'sound', 'cliché', ',', 'but', 'it', '’', 's', 'true', '.', 'We', '’', 're', 'a', 'big', ',', 'global', 'company', 'that', 'still', 'feels', 'small', '.', 'Working', 'at', 'the', 'David', 'J.', 'Joseph', 'Company', 'is', 'unique', '.', 'We', 'offer', 'employment', 'in', 'diverse', 'settings', 'such', 'as', 'traditional', 'corporate', 'headquarters', ',', 'dynamic', 'sales', 'locations', ',', 'and', 'scrap', 'recycling', 'facilities', '.', 'This', 'workplace', 'diversity', 'gives', 'our', 'employees', 'the', 'variety', 'they', 'crave', 'and', 'the', 'exposure', 'to', 'a', 'global', 'business', '.', 'A', 'career', 'at', 'The', 'David', 'J.', 'Joseph', 'Company', 'is', 'ideal', 'for', 'self-starters', 'seeking', 'to', 'make', 'an', 'impact', 'on', 'our', 'company', 'and', 'their', 'careers', '.', 'The', 'David', 'J.', 'Joseph', 'Company', '(', 'DJJ', ')', ',', 'founded', 'in', '1885', ',', 'is', 'a', 'world', 'leader', 'in', 'scrap', 'metal', 'recycling', '&', 'trading', '.', 'With', 'over', '80+', 'locations', ',', 'the', 'Joseph', 'Company', 'is', 'headquartered', 'in', 'Cincinnati', ',', 'Ohio', 'and', 'is', 'a', 'wholly-owned', 'subsidiary', 'of', 'Nucor', 'Corporation', '(', 'NUE', ')', 'a', 'Fortune', '200', 'Company', '.', 'Responsibilities', ':', 'Qualifications', ':', 'Benefits', ':', 'EEO', 'Statement', ':', 'EJN', ':']","['Overview', ':', 'Everyone', 'wants', 'work', 'people', 'respect', '.', 'Even', 'better', 'work', 'company', 'respect', '.', 'We', 'The', 'David', 'J.', 'Joseph', 'Company', ',', '135+', 'year', 'track', 'record', 'operating', 'ethical', 'business', 'positive', 'work', 'culture', '.', 'It', 'may', 'sound', 'cliché', ',', '’', 'true', '.', 'We', '’', 'big', ',', 'global', 'company', 'still', 'feels', 'small', '.', 'Working', 'David', 'J.', 'Joseph', 'Company', 'unique', '.', 'We', 'offer', 'employment', 'diverse', 'settings', 'traditional', 'corporate', 'headquarters', ',', 'dynamic', 'sales', 'locations', ',', 'scrap', 'recycling', 'facilities', '.', 'This', 'workplace', 'diversity', 'gives', 'employees', 'variety', 'crave', 'exposure', 'global', 'business', '.', 'A', 'career', 'The', 'David', 'J.', 'Joseph', 'Company', 'ideal', 'self-starters', 'seeking', 'make', 'impact', 'company', 'careers', '.', 'The', 'David', 'J.', 'Joseph', 'Company', '(', 'DJJ', ')', ',', 'founded', '1885', ',', 'world', 'leader', 'scrap', 'metal', 'recycling', '&', 'trading', '.', 'With', '80+', 'locations', ',', 'Joseph', 'Company', 'headquartered', 'Cincinnati', ',', 'Ohio', 'wholly-owned', 'subsidiary', 'Nucor', 'Corporation', '(', 'NUE', ')', 'Fortune', '200', 'Company', '.', 'Responsibilities', ':', 'Qualifications', ':', 'Benefits', ':', 'EEO', 'Statement', ':', 'EJN', ':']"
-1,-1,"At TreviPay, we help clients grow by streamlining B2B payments through a combination of innovative technology, service expertise, and working capital to improve their customer’s experience and free up funding for growth. We facilitate $6 billion in transactions per year in 18 currencies for customers in more than 27 countries. We specialize in payment and credit management for B2B companies across the globe, setting the stage for the future of omni-channel B2B payments by extending terms, handling invoicing and managing collections. We take care of our clients by taking care of their customers.

Every day, TreviPay employees are challenged and empowered in a supportive, collaborative, entrepreneurial environment.

Are you ready to make an immediate impact by engineering the platform that continues to drive our unprecedented growth? Credit as a Service (CaaS) is exploding in popularity – we need your help to build and scale it!","['At', 'TreviPay', ',', 'we', 'help', 'clients', 'grow', 'by', 'streamlining', 'B2B', 'payments', 'through', 'a', 'combination', 'of', 'innovative', 'technology', ',', 'service', 'expertise', ',', 'and', 'working', 'capital', 'to', 'improve', 'their', 'customer', '’', 's', 'experience', 'and', 'free', 'up', 'funding', 'for', 'growth', '.', 'We', 'facilitate', '$', '6', 'billion', 'in', 'transactions', 'per', 'year', 'in', '18', 'currencies', 'for', 'customers', 'in', 'more', 'than', '27', 'countries', '.', 'We', 'specialize', 'in', 'payment', 'and', 'credit', 'management', 'for', 'B2B', 'companies', 'across', 'the', 'globe', ',', 'setting', 'the', 'stage', 'for', 'the', 'future', 'of', 'omni-channel', 'B2B', 'payments', 'by', 'extending', 'terms', ',', 'handling', 'invoicing', 'and', 'managing', 'collections', '.', 'We', 'take', 'care', 'of', 'our', 'clients', 'by', 'taking', 'care', 'of', 'their', 'customers', '.', 'Every', 'day', ',', 'TreviPay', 'employees', 'are', 'challenged', 'and', 'empowered', 'in', 'a', 'supportive', ',', 'collaborative', ',', 'entrepreneurial', 'environment', '.', 'Are', 'you', 'ready', 'to', 'make', 'an', 'immediate', 'impact', 'by', 'engineering', 'the', 'platform', 'that', 'continues', 'to', 'drive', 'our', 'unprecedented', 'growth', '?', 'Credit', 'as', 'a', 'Service', '(', 'CaaS', ')', 'is', 'exploding', 'in', 'popularity', '–', 'we', 'need', 'your', 'help', 'to', 'build', 'and', 'scale', 'it', '!']","['At', 'TreviPay', ',', 'help', 'clients', 'grow', 'streamlining', 'B2B', 'payments', 'combination', 'innovative', 'technology', ',', 'service', 'expertise', ',', 'working', 'capital', 'improve', 'customer', '’', 'experience', 'free', 'funding', 'growth', '.', 'We', 'facilitate', '$', '6', 'billion', 'transactions', 'per', 'year', '18', 'currencies', 'customers', '27', 'countries', '.', 'We', 'specialize', 'payment', 'credit', 'management', 'B2B', 'companies', 'across', 'globe', ',', 'setting', 'stage', 'future', 'omni-channel', 'B2B', 'payments', 'extending', 'terms', ',', 'handling', 'invoicing', 'managing', 'collections', '.', 'We', 'take', 'care', 'clients', 'taking', 'care', 'customers', '.', 'Every', 'day', ',', 'TreviPay', 'employees', 'challenged', 'empowered', 'supportive', ',', 'collaborative', ',', 'entrepreneurial', 'environment', '.', 'Are', 'ready', 'make', 'immediate', 'impact', 'engineering', 'platform', 'continues', 'drive', 'unprecedented', 'growth', '?', 'Credit', 'Service', '(', 'CaaS', ')', 'exploding', 'popularity', '–', 'need', 'help', 'build', 'scale', '!']"
