Job Title,Company Name,Job Description
-1,-1,"Overview:
As a site reliability engineer or DevOps engineer, you get excited about working on real-time problems that are disrupting users and limiting functionality. You understand that collaborating with colleagues and building and creating deployment tools for our Software as a Service (SaaS) is essential to users' work, just as Esri’s cloud-based mapping platform is essential to analyzing and sharing geographic data. We welcome you to join our ArcGIS Online hosted services team, which is working on a product used by thousands of organizations around the world to make a difference while maintaining infrastructure, managing natural resources, responding to disasters, and more.
Responsibilities:
Collaborate with a team of SREs and DevOps engineers to operate SaaS capabilities across multiple cloud providers and regions
Design, implement, and maintain the operational components within the ArcGIS Online hosted services platform, which leverages modern container infrastructure running Kubernetes
Requirements:
Recommended Qualifications:
The Company:"
-1,-1,"IT DevOps organization is seeking a dynamic, highly motivated, and service delivery-oriented Cloud DevOps Engineer to join our IT DevOps Underwriting team. The team is responsible for providing DevOps support for our underwriting, electronic documents, and digital communication systems in GEICO delivering infrastructure in Azure, automatic deployment of services, establishing appropriate monitoring & alerting, and environmental support to ensure a fault-tolerant, reliable, and highly available environment for our internal and external customers. If you enjoy hosting business-critical enterprise applications in a fast-paced dynamic environment, we’d love to hear from you!
The candidate will be part of a team that is responsible for application onboarding, infrastructure provisioning, deployment automation, ITSM onboarding, maintain the environment for compliance, availability, optimized cloud cost while providing full application development lifecycle support across all environments including production support as per industry best practices and internal standards and controls."
-1,-1,"As a DevOps Engineer at UHIN, you will help build out and migrate our next-generation infrastructure. You will get to work with cutting-edge technologies like Kubernetes, Docker, and AWS, and will help design and build a common platform for our development and infrastructure teams. You will possess a good understanding of networking, security, DNS, Linux, databases, proxies, and protocols preferred. We primarily use PHP and JavaScript, and knowledge of those languages is a requirement for this role. Security is paramount at UHIN and you will help define processes, procedures, and monitoring tools to automate compliance and security objectives. You’ll also help evangelize and train the rest of the company on DevOps processes and tools.
Primary Responsibilities:
· Core: Create strong practices around building scalable and resilient distributed microservices in a AWS cloud environment."
-1,-1,"Bring your passion for what you do and come join the Science Platform Branch (SPB) with The Space Telescope Science Institute (STScI) as a Senior Software Engineer (DevOps). STScI is the science operations center for several NASA missions including the Hubble Space Telescope (HST), Kepler, GALEX, and TESS mission data. It will maintain mission data for the future James Webb Space Telescope (JWST), launching in 2021 and Nancy Grace Roman Space Telescope (Roman), launching in the mid-2020s.
SPB seeks an experienced DevOps Engineer to help build development assets upfront for our missions, geared towards operating in a DevOps mode for smoother, quicker, and more reliable development and deployment of software deliverables. You will work with a team that is passionate about the work they do in support of astronomers around the world.
We are located in Baltimore, MD. We offer an excellent and generous benefits package, tuition reimbursement, flexible work schedules and a stimulating and diverse work environment. Explore our benefits: http://www.stsci.edu/opportunities/benefits"
-1,-1,"Ezoic, a VC backed Google Certified Publishing Partner is an easy-to-use, yet incredibly sophisticated machine learning platform that allows digital publishers to automatically test content, layouts and ads to enhance user experience and increase digital revenue. Our platform reaches more than 300 million unique individuals each month and is growing quickly.
We're looking for a highly-motivated, self-starting DevOps Engineer that is excited to learn new cloud technologies and languages. You will help manage our infrastructure within AWS to keep the thousands of sites we power running smoothly. You'll also be involved in our CI/CD pipeline to keep our software engineers moving quickly, and use infrastructure as code to keep our systems up to date.
This is a full-time employee position, no C2C please."
-1,-1,"As the multiyear winner of the Best in KLAS award for Long-Term Care Software and Home Health and Hospice EMR, MatrixCare is an industry leader in interoperability and is trusted by thousands of facility-based and home-based care organizations to improve provider efficiencies and promote a better quality of life for the people they serve. They help providers connect and collaborate across the care continuum to optimize outcomes and successfully manage risk. Simply put, MatrixCare empowers providers—giving them vital information to deliver what people need, when they need it.
MatrixCare knows the power of smart technology. Their solutions are changing the way people give and receive care in out-of-hospital care settings, and are built to adapt and grow with the industry, ultimately yielding successful outcomes.
MatrixCare is a wholly owned subsidiary of ResMed (NYSE: RMD, ASX: RMD). Visit www.matrixcare.com and follow @MatrixCare on Twitter."
-1,-1,"Secure our Nation, Ignite your Future
Become an integral part of a diverse team while working at an Industry Leading Organization, where our employees come first. At ManTech International Corporation, you’ll help protect our national security while working on innovative projects that offer opportunities for advancement. Currently, ManTech is seeking a motivated, career and customer-oriented DevOps Engineer to join our team in McLean, VA.
The successful candidate will use DevOps skills and associated Linux skills to support application development teams and improve the overall DevOps efficiency of the Sponsor organization.
Responsibilities include, but are not limited to:
Serving as an interface to the Linux infrastructure team for support to the application development team(s)"
-1,-1,"Duties and Responsibilities:
Work directly with the Development team and possibly also the Test/QA team, to test system integrity
Be able to design and implement a set of standard procedures to be used for: build, deployment, and configuration management
Can run build verification tests on implemented designs
Able to help integrate automated test scenarios into Azure CI/CD pipelines; experience with AWS deployments will also be helpful
Build and test automation tools for infrastructure provisioning
Able to handle code deployments in all environments"
-1,-1,"US CITIZENSHIP OR GREEN CARD REQUIRED
ABILITY TO ACHIEVE PUBLIC TRUST CLEARANCE REQUIRED
Indigo Arc is a consulting and cloud solutions company specializing in the design, development & implementation of highly available & secure solutions for government and commercial clients. Our approach to consulting engagements is to partner with our customers, providing value at all levels of customer organizations from C-suite leaders to implementation and operations managers. Additionally, Indigo Arc turn-key cloud-based solutions enable customers to efficiently and expertly address a wide range of business challenges.
Our team of solution architects, computer engineers, software engineers and business specialists working on our consulting engagements also drive our product development and R&D initiatives applying the latest technologies and real-world experiences. Our experience with cloud-first solution development enables us to bring the lessons learned to our consulting customers across many domains, especially as we help customers migrate operations and applications to the cloud or leverage automation, apply DevSecOps concepts and manage virtualization in their on-premise data centers."
-1,-1,"Do you want to get a foot in the door at an online Advertising and Media company that has seen tremendous growth? Do you want to work in the world of online video; one of the fastest growing advertising formats in the world? Then Playwire is the place for you…
Playwire Media is a full-service digital innovation partner that leverages online advertising and proprietary technologies to build publishing brands in the gaming and entertainment verticals.
To keep pace with our explosive growth, Playwire seeks a DevOps Engineer with excellent AWS skills and experience to support our development team in deploying and monitoring scalable, reliable systems. You’ll work hand-in-hand with both developers and senior leadership to make sure we leverage AWS’s services to their fullest potential. You’ll maintain and expand our internal monitoring and alerting capabilities, be an integral part of our deployment processes, and be responsible for security within our stack. This is both an independent and collaborative role: independent, in that you will both identify and drive potential initiatives on your own; collaborative, because this role is focused on enabling our team to create the best technical capabilities possible."
-1,-1,"Posting Duration

This posting will be open for application submissions for a minimum of seven (7) calendar days, including the ‘posting date’. Sandia reserves the right to extend the posting date at any time.
What Your Job Will Be Like

Are you looking for challenging and impactful work that contributes to security, peace and freedom worldwide?"
-1,-1,"Currently, Vision Technology Services is seeking a Classified Junior-Mid Level DevOps Engineer to join our team and work directly on client projects.
Education/Experience Requirements:
Unix/Linux environments (bash, scripting, ftp, .sh); basic DevOps; Puppet
Java, Java Spring Frameworks, general open-source Java libraries
RESTful Web/Reactive Services (Java/Spring/SpringBoot)
Containerization of services via Docker (e.g., DockerHub/Harbor, YAML files)
Docker orchestration software (e.g., Kubernetes); multi-master/node configuration; persistent volumes, virtual network configuration; Zookeeper/Bookkeeper"
-1,-1,"Secure our Nation, Ignite your Future
ManTech is seeking an experienced Cloud Strategist with expertise across various commercial and government cloud service providers - including Google Cloud, MilCloud, Microsoft Azure, and Amazon Web Services (AWS) for our operations supporting NAVSEA PMO-IT in Norfolk, VA.
Responsibilities Include but are not limited to:
Primary focus of this position will be the development of cloud-based solutions and capabilities that solve our customers hardest mission problems.
Develop IT solutions that optimize architectures and help define a migration plan for how to refactor application and architect deployment pipelines."
-1,-1,"Senior Software Engineer (Big Data), Massive Graph Processing

LiveRamp is the leading data connectivity platform for the safe and effective use of data. Our platform powers people-based customer experiences that improve the relevance of marketing and allow consumers to connect with the brands and products they love. We thrive on solving fascinating technical problems and enabling our customers' success—and we're always looking for smart, kind, compassionate people to help us blaze a trail.

Mission: LiveRamp makes it safe and easy for businesses to use data effectively."
-1,-1,"About the Role
As the DevOps Engineer, you will maintain and optimize a real-time, scalable platform and support ongoing development.
In this role, you will also be expected to:
Support 24/7/365 multi-cloud operations, provide maximum uptime and security, and expand operations to additional cloud regions and providers
Collaborate with information security team to implement new security tools and systems
Maintain development and production environments for engineering teams
Provide knowledgeable, confident high-level support within the organization to resolve internal and external customer issues"
-1,-1,"About Robin:

Robin is the first workplace management platform designed for flexible work. Every day, thousands of offices across the world use our software to find rooms, desks, and coworkers. Used by companies including HubSpot, Toyota, and Twitter, Robin empowers workplace professionals to build (and reopen) the best version of their office, so people do their best work.

What We’re Looking For:

The Robin Systems Operations team is working hard to develop and maintain Robin’s infrastructure in AWS. We are hiring a Systems/DevOps Engineer to help automate cloud systems provisioning through Infrastructure as Code and develop and maintain continuous deployment pipelines to Kubernetes. If this sounds as exciting to you as it does to us, we want to hear from you."
-1,-1,"We are looking for you to join our team at TULK llc as a Systems Engineer to provide expertise in systems engineering and integration to support the development of the Allied System for Geospatial Intelligence (ASG).
We are Change Agents: A 21st century management and technology consulting firm founded in 2013 by an educator and a Fortune 500 executive, TULK offers holistic systems thinking expertise and senior advisory services to US Federal and private sector clients. We translate, explain and expound; interpreting mission critical concepts between business and technology ensuring our clients get the results they expect.
Responsibilities of the Systems Engineer
Define requirements and solutions to ensure timely and accurate Geospatial Intelligence (GEOINT) is provided to our allies and partner agencies in the US Federal Government."
-1,-1,"LiveRamp is the leading data connectivity platform for the safe and effective use of data. Our platform powers people-based customer experiences that improve the relevance of marketing and allow consumers to connect with the brands and products they love. We thrive on solving fascinating technical problems and enabling our customers' success—and we're always looking for smart, kind, compassionate people to help us blaze a trail.
Mission: LiveRamp makes it safe and easy for businesses to use data effectively.
We on the Identity Engineering team maintain the graph processing engine that connects the trillions of different identifiers for consumers and the devices they use online. Help us process this trillion edge graph as quickly and efficiently as possible.
You will:"
-1,-1,"WANTED: AMERICAN SYSTEMS is actively searching for a qualified Software Engineer with an active Secret Clearance

As a Software Engineer you will:
Be responsible for the software engineering activities supporting highly training systems and sensor simulations that deliver cutting edge simulation environments for autonomous systems
Interact with senior internal and external personnel in own area of expertise to overcome issues and meet delivery
Be responsible for integrating highly complex Systems and sensor simulations that deliver cutting edge operational environments for autonomous systems."
-1,-1,"The Brainshark DevOps team supports our sales training and coaching platforms, ensuring that Brainsharks SaaS application is available 24x7 to thousands of customers including over half of the Fortune 500. Be part of a team to lead the transformation to DevOps and Continuous Delivery across the organization. Create process to perform continuous deployment, including full orchestration of deployment process. Develop tools and scripts to improve efficiency of operational tasks. Create and provide best practices to the organization for DevOps, builds, continuous integration, deployment and infrastructure. Implement monitoring processes and design/deploy monitoring dashboards. Build and support system automation, deployment, and continuous integration tools. Maintain and monitor production environments.

Some technologies we use:

Microsoft Azure Cloud Services, Terraform, Packer, PRTG, Python, Jenkins, Jira, Octopus, Bitbucket/Git, PowerShell, PagerDuty, Nutanix, FortiGate,

Powered by JazzHR"
-1,-1,"Job Description:
Ferguson has an exciting opportunity for a remote Junior Site Reliability Engineer (SRE) / DevOps Engineer to join the Operations Center team, within the Ferguson IT organization. The Information Technology job family acquires, designs, implements and operates the organization’s information technology resources, including computer hardware, operating systems, communications, software applications, data processing and security.
We are seeking a Site Reliability Engineer (SRE) to bridge the gap between developers and IT operations who will be dedicated to creating software and improves the reliability of systems in multiple environments, fixing issues, and responding to escalated incidents. The SRE should have a passion for tackling challenges across a spectrum of technologies. This role combines software and systems engineering disciplines with operations to build high-performance, scalable and resilient application systems that adhears to operational standards and principles. SREs are team players who embed themselves within product teams as needed to advance the architecture and performance of software systems and train their peers in topics such as debugging distributed systems, building self-healing applications and continuously improving performance."
-1,-1,"Title: Expert Support Engineer (Warehouse Management System)
Comparable Titles
Sr. Product Specialist
Blue Yonder’s WMS Operate Team
Our WMS Operate (Support) Team is responsible for working with our global customer base to support the WMS Solution during onboarding, go-live, and steady state phases of their implementation. For our SaaS customers, we handle all aspects of solution support, including proactive monitoring, application, as well as infrastructure support: End-to-End. To help achieve success, we are transforming towards a DevOps model to work more closely with other cross-functional / development teams to drive a more controlled environment."
-1,-1,"The Arbella Cloud Administrator (Technical Specialist III) will deliver Microsoft (Azure) and Amazon (AWS) cloud based solutions to meet our expanding business needs to implement a diverse multiple cloud environment. This role will design, implement, monitor, and maintain multiple cloud environments hosting multiple Arbella applications.
Key Responsibilities:
Administration of major Cloud services related to compute, storage, network, and security. This is a hands-on role for someone to manage, facilitate, and coordinate execution of proposed solutions from conceptual design to implementation and through its life cycle.
This position will also require design and development of new Cloud service offerings and will rely heavily on the ability to use written and verbal communication skills in scoping, estimating and proposing the solutions."
-1,-1,"Company Description:
Crown Equipment Corporation is a leading innovator in world-class forklift and material handling equipment and technology. Crown brings the benefits of technology to material handling by connecting lift trucks, operators and facilities and collecting accurate, real-time information for better decision-making.

Job Responsibilities:

Join our agile based cloud development team chartered to develop and deploy new global fleet and service management products including Crown’s award-winning InfoLink. Oversee a DevOps team focused upon automated continuous deployment of application code and the operational and security monitoring and care of the infrastructure and software platforms. Serve as the liaison between team developers, corporate IT, and external cloud providers for deployment, operational efficiency, security, and business continuity."
-1,-1,"Description:
Position Overview:
TRAX USA Corp is a leading aviation software company seeking a highly motivated Cloud DevOps Engineer with AWS and Terraform experience. This position requires a firm understanding of AWS to expertly support our TRAX Corporate and hosted product systems. The Cloud DevOps Engineer is responsible for the implementation, configuration, functions, and maintenance of the AWS environments and limited locally hosted systems and infrastructure.
The Cloud DevOps Engineer will frequently communicate and work alongside our Database and Help Desk Teams. A high level of technical aptitude is required to consistently reanalyze and improve Cloud structure and processes. The Engineer will participate in the implementation and maintenance of AWS Hosted systems.
. Requirements:"
-1,-1,"Eaton’s Commercial and Residential Distribution Solutions (CRDS) Division is currently seeking a Lead DevOps Engineer to join our team. This position is based at our Peachtree City, GA facility. Relocation assistance will be provided.
Position Overview:
Eaton’s Commercial and Residential Distribution Solutions has an opening for a Lead DevOps Engineer for our Residential Connected Solutions team. The Lead DevOps Engineer will be leading the design & development of secure, scalable, and reliable cloud infrastructure solutions to support high availability software and services for IOT solutions in the residential market.
We are looking for a DevOps Engineer who can develop next-generation technology solutions that ensure that our users have reliable access software solutions including mobile apps, IOT devices, and web services. As a member of a creative, motivated, and talented team, we need versatile engineers who are passionate to tackle new problems as we continue to push technology forward. If you get excited about building new things and modernizing existing things, then our team might be your next career step."
-1,-1,"Work with our team of developers and our customers to create, test and automate our application environments. You are experienced with modern hosting technologies and understand how the Internet works. The systems you create help our developers work better, faster and make our applications more reliable. Your work is well organized and adaptable to many different situations and you choose the right tools for the job. You want to be part of the most innovative Midwest digital agency.

Mission:
You will be tasked with creating modern and reliable development, test and production environments for the software we implement. In many cases you will work with peers on our customers' teams who need help building, monitoring and maintaining these environments. Your expertise helps everyone stay focused on what they know best and adds value to the solutions we provide. Although modern hosting technologies are great, you understand what's going on under the hood and help advise and troubleshoot issues with other members of our team. You prefer open source tech like Linux and Vagrant but are OK with the occasional Microsoft environment. When not busy with projects you will help maintain our internal infrastructure and tools."
-1,-1,"IdentityNow is SailPoint’s Identity as a Service (IDaaS) product, and the Sr. DevOps Engineer will be a key player on the DevOps team servicing the IdentityNow product suite. He/She will proactively work with Engineering, Product, Services, and other functional departments to implement and operate our global customer-facing SaaS infrastructure. The ideal candidate will be a self-starter who enjoys a fast-paced job, thrives on problem solving, and is committed to delivering seamless product availability to large enterprises around the world.
Responsibilities:
Build and maintain a resilient, secure, and efficient SaaS application platform to meet established SLAs
Automate deployment, monitoring, management and incident response"
-1,-1,"Dev Ops and Release Engineer

About the Job

This position reports to the Lead of the Release Engineering team. The DevOps and Release Engineer will execute tasks given by the lead to support container-based release engineering flows at Intralinks. Additionally, he/she will serve as a resource for all release engineering related tasks related to Source Control, Build and Deployment automation, Continuous Integration, Environment Monitoring, and general developer tools.

About the Team

The team is chartered with build/deployment/monitoring automation of mission critical products for our cloud offering using cutting edge technologies. You will be involved in all aspects of development cycle. Team members range in years of experience. The DevOps and Release Engineer is expected to support continuous integration process and will involve writing code that is both functional and efficient. This Engineer will also be involved in diagnosing performance bottlenecks and implementing optimizations.

#LI - SH

SS&C Intralinks is an Equal Employment Opportunity employer and does not discriminate against any applicant for employment or employee on the basis of race, color, religious creed, gender, age, marital status, sexual orientation, national origin, disability, veteran status or any other classification protected by applicable discrimination laws."
-1,-1,"Facilisgroup is building SaaS solutions for the promotional products (Promo) industry.
The ideal candidate for this position is passionate about DevOps with numerous years of experience behind them and eager to take on their next big challenge. A strong desire to automate everything, reduce friction, and increase productivity from development through operations is essential.
The candidate will join an existing cross-functional agile team comprising of software developers, quality assurance engineers, infrastructure engineers, and product owners. This team is responsible for delivering multiple SaaS products for our existing customers; deployed to both Azure and on-prem hardware.
As a Senior DevOps Engineer, you will be working with this team to introduce and lead the implementation and adoption of DevOps principles, practices, and processes in a primarily Microsoft stack."
-1,-1,"Elevate Technology Solutions is currently accepting applications for a DevOps AWS Cloud Engineer to support our efforts with a government client in Washington, DC or Remote availability.
This excellent opportunity requires that the ideal candidate to be customer focused, and willing to join a winning team.
The DevOps AWS Cloud Engineer will be responsible for following the design, development and support of all non-security & compliance services.
These responsibilities include creating, configuring and maintaining:
ACES AWS Organizations organizational units, ACES AWS accounts and proper account placement within the organizational unit structure"
-1,-1,"Business Group Highlights


Defense
The Defense group supports the Department of Defense (DoD) mission to keep our homeland and its citizens safe. We provide solutions to improve the Nation's defense by providing software, systems engineering, IT, training and logistics and fleet management solutions.


Responsibilities

Provides expertise and direction in the development and/or modification of computer-based scientific, technical, and business software systems. Uses expertise to design develop, code, test, and debug software. May work in one or several areas, such as equipment or software design, engineering evaluation or test, configuration management procedures, statistical analysis and modeling. Works with users to define existing or new system scope and objectives. Provides analytical support and technical advice during the conceptualization, development, and implementation phases. Plans and schedules new applications systems projects with user, systems software, and computer center operations personnel, including the identification of objectives, time frames, costs, and manpower requirements. Performs tasks necessary to ensure the identification and documentation of hazards within software systems using various analysis tools and techniques. Reviews and evaluates systems and software for adherence to government or commercial directives, standards, guidelines, and criteria concerning software safety and systems safety. Confirms design mitigations are captured in the design and its documentation and verifies implementation. May perform as a project lead with the responsibility for the instruction, assigning, direction, and monitoring of the performance of assigned systems developers / analyst working on a specific project."
-1,-1,"Hewlett Packard Enterprise (HPE) advances the way people live and work. We bring together curious minds to create breakthrough technology solutions, helping our customers make their mark on the world.
HPE makes Hybrid IT simple. HPE helps customers to design the right mix of Hybrid IT solutions to serve their unique needs. We bring next generation infrastructure that uses intelligent software to simplify and accelerate the delivery of new apps, services and business insights. Our mission is to empower our customers with new ways to deliver and manage IT on-premises and in the cloud.
We are working on the next generation of cloud storage and computing services built with simplicity, scale and security in mind.

Sounds like you? Then we have the right opportunity—we are looking for a Senior DevOps Engineer to join us! If you want to be part of a business area that is growing—with great opportunities, and are ready for your next role, then please apply today.
1074905"
-1,-1,"We hear you’re looking for your next stop on the Ansible Journey? We have a destination for you. We’re looking for the right person to join our team as an Ansible Engineer to help support our Gov Cloud.
Essential Duties and Responsibilities:
Responsibilities include, but are not limited to:
Work collaboratively with the engineering team to create and deploy Ansible solutions for a distributed data center infrastructure environment
Develop Ansible playbooks and modules
Administer Ansible infrastructure, perform maintenance and configuration and provide SME level support"
-1,-1,"WHO WE ARE
We are a Premier Consulting partner with expertise in AWS migrations and management, managed services/help desk, and cybersecurity. Not only do we plan, build, and optimize for our clients, but we also have a growing list of clients that rely on us for 24x7 monitoring and management of their AWS infrastructure. We combine deep AWS experience with a genuine joy for the work we do. Working closely with great companies to solve their most important IT challenges is what gets us out of bed in the morning. We are seeking people who are smart, charming, gritty, and anxious to learn; and we give them opportunities to learn new skills and go deeper with the ones they already have. If you are looking for a place to grow professionally, this is it.
THE ROLE"
