Job Title,Company Name,Job Description
-1,-1,"Apply now »
Network Engineer
Location:Kansas City, MO, US, 64106

Best People + Right Culture. These are the driving forces behind JE Dunn’s success.

By hiring inspired people, giving them interesting and challenging work, enabling them with innovative tools, and letting them share in the company’s rewards, we’ve found a sustainable way to grow in our industry for the last 90+ years."
-1,-1,"Job Description:
Vive Financial is searching for a Network Engineer! The primary role of Network Engineer is to work with the team to solve operational issues, plan network maintenances, expand/build network infrastructure, and respond to network outages. This includes configuring, maintaining, and supporting any current/future configuration standards for all network devices. This position will be required to work assigned project task and changes with minimal supervision. Some on-call availability will be required.

What You'll Do:
Assist in design and implementation plans to make certain network capacity meets existing and future requirements
Perform network asset management, life cycle management and related documentation"
-1,-1,"Clearance Required:
Top Secret
Education Required:
BA/BS or HS/GED and Equivalent Work Experience
US Citizenship:
Required
The MIL Corporation is now hiring!
Let your imagination take flight supporting the Naval Air Warfare Center Aircraft Division (NAWCAD). Looking to find work that stimulates your mind, challenges your skills, and satisfies your curiosity? MIL currently holds several multi-year contracts with NAWCAD in the areas of Cyber, C5ISR, and Information Technology systems.
is seeking a to support a Federal Government client at our Patuxent River, MD location. The Network Engineer will provide support to the MQ-25 program and interface with RDT&E and other support organizations. The Network Engineer will apply system engineering and computer networking principles to the development, design and integration of hardware and software systems associated with local, regional and wide area networks and systems that process and route voice, video, data, and imagery information."
-1,-1,"JOB SUMMARY:
The Network Administrator role is to assist the Network Engineer in ensuring the stability and integrity of in-house data, voice-over-IP, and wireless network services. This is achieved by participating in the installation, monitoring, maintenance, support, and optimization of all networks (LANs) and wide area networks (WANs) across the organization. This individual will also analyze and resolve network hardware and software problems in a timely and accurate fashion, and provide end user training where required.

Minimum knowledge, skills, and abilities:

2-3 years related experience or equivalent combination of education and/or training.

Location: Pella Regional Health Center · Information Systems
Schedule: Full Time, Days, 8-5"
-1,-1,"Looking for a opportunity in a growing company that appreciates both it's employees and clients?
AIT Business Technologies, LLC, a locally-owned, non-franchise, and reputable IT consulting firm is seeking a new member to join our team of IT professionals. We are a firm that values relationships with our clients and employees alike. Duties include remote and on-site support, troubleshooting, engineering, and installation of equipment and software for businesses in and around the Appleton, WI area.
The ideal candidate is professional, outgoing, and knowledgeable in the following core technologies:
Microsoft Windows Server 2008/2012/2016/2019"
-1,-1,"3Nines Technologies, Inc. is looking for an expert. We are looking for that special individual that has a driving desire to live and breathe business network technology. The person we are looking for wants to solve problems, consult with customers, be the subject matter expert and implement technology solutions with 3Nines clients.
You need to know what you’re doing. Microsoft servers, Networking, Routers, Switches, Firewalls, troubleshooting, etc. Experience is a must. Desire to work with multiple clients daily. Fast paced environment. Complex environments to every day networks. Certifications are great but real-world hands-on experience is what we are looking for. No theory, hands on doing it. Not helping the server guy or the network guy… you are the guy.
If you are the guy… and looking for a great work environment, family, good pay, benefits and be a part of a winning team, let’s talk. Salary is commensurate with experience. No overnight travel required. Use of personal auto is expected. Able to lift 50 lbs for transporting / moving equipment."
-1,-1,"Job Description:

Are you an experienced IT professional looking for your next opportunity to make a difference? If so, we want you to apply to join the Oregon Medical Group team as a Senior Network Engineer, to assist us in fulfilling our vision of 'Together, we help you live your healthiest life.'
PURPOSE OF POSITION: The Senior Network Engineer (SNE) is responsible for activities related to the design, installation, management, and maintenance of the enterprise-wide LAN, WAN, wireless and network security infrastructure. The SNE will maintain network availability, reliability and performance that conform to all service level agreements. The SNE provides support for all Windows and Linux environments including resolving systems related issues escalated from the Service Desk. This position will establish enterprise data network standards, analyze and resolve complex network related problems, and analyze and test all elements of the network infrastructure. The SNE will design and implement network solutions based on business requirements. This position requires technical knowledge and experience in monitoring, security, backup, recovery, and maintaining an Enterprise datacenter. Analyzes trends and assists in design and development of network plans. Interfaces with vendors to learn about new data communications technology and system upgrades."
-1,-1,"Network Engineer
Corporate Headquarters
12575 Uline Drive, Pleasant Prairie, WI 53158

Bring your Cisco network and data center experience to a talented team that’s revolutionizing our infrastructure with next-gen, software-defined technologies. At Uline, develop real solutions and your career.

Better together than apart. This position is on-site, and we are looking for good people who share our passion.

Uline is proud to operate as a drug-free workplace. All new hires must complete a pre-employment drug screening.














#LI-SR1
#CORP"
-1,-1,"It is an exciting time to join Rosenberger North America! We are rapidly expanding and are looking for quality candidates to join us on our journey. We work hard, but we also play hard with the belief that we are nothing without our employees. We believe in innovation and investing in our employees; your growth opportunities are only limited by you!
Rosenberger North America is an innovative global leader in radio frequency technology with an international presence. Our products are used in wireless technology, telecom, test & measurement, automotive, medical, military, industrial and data systems. We are currently seeking a Senior Network Engineer to join our team in Akron, PA.
The Senior Network Engineer will handle Network Infrastructure Design, Planning, Maintenance and Tier 3 Support for all Systems and Services related to the Network Infrastructure."
-1,-1,"The Network Engineer is responsible for the support of our client’s end users, troubleshooting and correcting of issues within servers, networks, end user devices and storage equipment.
Basic Requirements:
Proven track record of being a problem solver and team player capable of working in a technically-challenging environment
Provide remote and on-site support to our clients
Effectively interact via verbal and written communications with our clients’ end-users
A minimum of 2 years of experience in network administration, configuration and troubleshooting, with a basic working knowledge of:"
-1,-1,"Who We Are
Athens Micro is an IT service provider, specializing in providing computer network and server support to small and medium-sized businesses based in the North Georgia area. Our goal is to offer state-of-the-art IT solutions and customer service to our clients. We provide corporate-level information technology on a small and medium-sized business budget. Our employees have the best learning opportunities for computer support in our industry. In operation since 1983, we are the largest and most reputable managed service provider in the area.
The culture at Athens Micro is built on our shared core values: We Love to Learn, We Do the Right Thing, We are Helpful, We are Positive Problem Solvers, We are Responsive, and we Pay Attention to Details. Love to Learn means that we enjoy learning about technology and embrace the challenge of learning every day. Do the Right Thing means we do what we should do for our clients, the company, and ourselves. Helpful means we are always a help to our clients and fellow team members. Responsive means we are quick to respond to our client’s needs. Attention to Details means we strive for perfection in all that we do."
-1,-1,"MicroXpress, a leader in outsourced business IT services, is currently seeking an experienced Network Engineer to help support an existing client base in the West Shore and Harrisburg areas. Qualified applicants should have 1+ years of relevant networking experience in a Microsoft environment. Familiarity with HyperV and/or security products is a plus. Business hours are Monday-Friday 8:00am-5:00pm. Local travel and the ability to work-from-home required. Individuals must be responsible, attentive, and able to work well with end-users to resolve issues. Salary range for this position is $30k-$45k depending on experience. Full time benefits provided. Qualified candidates should reside in the West Shore or Harrisburg areas.
Job Type: Full-time
Pay: $30,000.00 - $45,000.00 per year"
